title,difficulty_short,difficulty,level,notes
bag,SPA,4,10,963
bag,SPL,5,-1,-1
BRIGHTNESS DARKNESS,SPB,1,-1,-1
BRIGHTNESS DARKNESS,SPN,2,4,363
BRIGHTNESS DARKNESS,SPH,3,8,750
BRIGHTNESS DARKNESS,SPA,4,9,889
BRIGHTNESS DARKNESS,SPL,5,-1,-1
Cradle,SPB,1,-1,-1
Cradle,SPN,2,5,466
Cradle,SPH,3,8,751
Cradle,SPA,4,10,803
Cradle,SPL,5,-1,-1
Distress,SPB,1,-1,-1
Distress,SPN,2,7,691
Distress,SPH,3,10,937
Distress,SPA,4,-1,-1
Distress,SPL,5,-1,-1
e-motion 2003  -romantic extra-,SPB,1,-,-1
e-motion 2003  -romantic extra-,SPN,2,-,671
e-motion 2003  -romantic extra-,SPH,3,-,824
e-motion 2003  -romantic extra-,SPA,4,-,1001
e-motion 2003  -romantic extra-,SPL,5,-,-1
Golden Horn,SPB,1,-1,-1
Golden Horn,SPN,2,4,359
Golden Horn,SPH,3,8,646
Golden Horn,SPA,4,9,763
Golden Horn,SPL,5,-1,-1
HYPER EUROBEAT (2DX style),SPB,1,-1,-1
HYPER EUROBEAT (2DX style),SPN,2,5,557
HYPER EUROBEAT (2DX style),SPH,3,8,843
HYPER EUROBEAT (2DX style),SPA,4,10,990
HYPER EUROBEAT (2DX style),SPL,5,-1,-1
I Was The One (80's EUROBEAT STYLE),SPB,1,-1,-1
I Was The One (80's EUROBEAT STYLE),SPN,2,4,397
I Was The One (80's EUROBEAT STYLE),SPH,3,6,685
I Was The One (80's EUROBEAT STYLE),SPA,4,7,727
I Was The One (80's EUROBEAT STYLE),SPL,5,-1,-1
Karma,SPB,1,-1,-1
Karma,SPN,2,6,668
Karma,SPH,3,9,839
Karma,SPA,4,10,925
Karma,SPL,5,-1,-1
lights,SPB,1,-1,-1
lights,SPN,2,3,357
lights,SPH,3,6,753
lights,SPA,4,8,910
lights,SPL,5,-1,-1
LOVE SHINE,SPB,1,3,270
LOVE SHINE,SPN,2,5,433
LOVE SHINE,SPH,3,9,921
LOVE SHINE,SPA,4,10,1046
LOVE SHINE,SPL,5,-1,-1
lower world,SPB,1,-1,-1
lower world,SPN,2,6,706
lower world,SPH,3,9,979
lower world,SPA,4,10,1144
lower world,SPL,5,-1,-1
Make A Difference,SPB,1,-1,-1
Make A Difference,SPN,2,5,445
Make A Difference,SPH,3,9,846
Make A Difference,SPA,4,10,1155
Make A Difference,SPL,5,-1,-1
MARIA (I believe... ),SPB,1,-1,-1
MARIA (I believe... ),SPN,2,4,375
MARIA (I believe... ),SPH,3,8,804
MARIA (I believe... ),SPA,4,9,983
MARIA (I believe... ),SPL,5,-1,-1
moon_child,SPB,1,-1,-1
moon_child,SPN,2,5,533
moon_child,SPH,3,10,1026
moon_child,SPA,4,12,1300
moon_child,SPL,5,-1,-1
one or eight,SPB,1,-1,-1
one or eight,SPN,2,7,695
one or eight,SPH,3,10,985
one or eight,SPA,4,12,1177
one or eight,SPL,5,-1,-1
quasar,SPB,1,-1,-1
quasar,SPN,2,6,591
quasar,SPH,3,9,901
quasar,SPA,4,11,1161
quasar,SPL,5,-1,-1
Quickening,SPB,1,-1,-1
Quickening,SPN,2,5,478
Quickening,SPH,3,9,875
Quickening,SPA,4,10,1062
Quickening,SPL,5,-1,-1
Really Love,SPB,1,-1,-1
Really Love,SPN,2,4,333
Really Love,SPH,3,6,506
Really Love,SPA,4,10,898
Really Love,SPL,5,-1,-1
RISLIM -Remix-,SPB,1,-1,-1
RISLIM -Remix-,SPN,2,4,405
RISLIM -Remix-,SPH,3,6,508
RISLIM -Remix-,SPA,4,11,959
RISLIM -Remix-,SPL,5,-1,-1
rottel-the-Mercury,SPB,1,-1,-1
rottel-the-Mercury,SPN,2,6,503
rottel-the-Mercury,SPH,3,9,963
rottel-the-Mercury,SPA,4,10,1137
rottel-the-Mercury,SPL,5,-1,-1
Silvia Drive,SPB,1,-1,-1
Silvia Drive,SPN,2,4,429
Silvia Drive,SPH,3,8,790
Silvia Drive,SPA,4,9,1049
Silvia Drive,SPL,5,-1,-1
SNOW,SPB,1,-1,-1
SNOW,SPN,2,5,534
SNOW,SPH,3,7,704
SNOW,SPA,4,10,1038
SNOW,SPL,5,-1,-1
STAR FIELD,SPB,1,-1,-1
STAR FIELD,SPN,2,4,351
STAR FIELD,SPH,3,8,806
STAR FIELD,SPA,4,9,947
STAR FIELD,SPL,5,-1,-1
Sweet Sweet Magic,SPB,1,-1,-1
Sweet Sweet Magic,SPN,2,5,509
Sweet Sweet Magic,SPH,3,8,784
Sweet Sweet Magic,SPA,4,10,1032
Sweet Sweet Magic,SPL,5,-1,-1
SWEETEST SAVAGE,SPB,1,-1,-1
SWEETEST SAVAGE,SPN,2,4,335
SWEETEST SAVAGE,SPH,3,7,704
SWEETEST SAVAGE,SPA,4,11,930
SWEETEST SAVAGE,SPL,5,-1,-1
ライオン好き,SPB,1,-1,-1
ライオン好き,SPN,2,4,329
ライオン好き,SPH,3,5,600
ライオン好き,SPA,4,7,755
ライオン好き,SPL,5,-1,-1
真夏の花・真夏の夢,SPB,1,-1,-1
真夏の花・真夏の夢,SPN,2,4,420
真夏の花・真夏の夢,SPH,3,6,603
真夏の花・真夏の夢,SPA,4,9,749
真夏の花・真夏の夢,SPL,5,-1,-1
1st Samurai,SPB,1,-1,-1
1st Samurai,SPN,2,5,546
1st Samurai,SPH,3,10,1016
1st Samurai,SPA,4,11,1383
1st Samurai,SPL,5,-1,-1
ALIEN TEMPLE,SPB,1,-1,-1
ALIEN TEMPLE,SPN,2,5,505
ALIEN TEMPLE,SPH,3,7,839
ALIEN TEMPLE,SPA,4,8,1021
ALIEN TEMPLE,SPL,5,-1,-1
ASTRAL VOYAGE,SPB,1,-1,-1
ASTRAL VOYAGE,SPN,2,5,510
ASTRAL VOYAGE,SPH,3,6,727
ASTRAL VOYAGE,SPA,4,9,971
ASTRAL VOYAGE,SPL,5,-1,-1
BABY LOVE,SPB,1,-1,-1
BABY LOVE,SPN,2,6,598
BABY LOVE,SPH,3,7,865
BABY LOVE,SPA,4,10,1089
BABY LOVE,SPL,5,-1,-1
Back Into The Light,SPB,1,-1,-1
Back Into The Light,SPN,2,6,602
Back Into The Light,SPH,3,7,835
Back Into The Light,SPA,4,10,1086
Back Into The Light,SPL,5,-1,-1
Boundary,SPB,1,-1,-1
Boundary,SPN,2,4,440
Boundary,SPH,3,9,930
Boundary,SPA,4,9,1031
Boundary,SPL,5,-1,-1
CARRY ON NIGHT (English version),SPB,1,-1,-1
CARRY ON NIGHT (English version),SPN,2,5,510
CARRY ON NIGHT (English version),SPH,3,7,702
CARRY ON NIGHT (English version),SPA,4,9,1037
CARRY ON NIGHT (English version),SPL,5,-1,-1
Daisuke,SPB,1,2,236
Daisuke,SPN,2,6,613
Daisuke,SPH,3,8,850
Daisuke,SPA,4,10,1205
Daisuke,SPL,5,-1,-1
Debtty Daddy,SPB,1,-1,-1
Debtty Daddy,SPN,2,5,533
Debtty Daddy,SPH,3,9,1008
Debtty Daddy,SPA,4,11,1371
Debtty Daddy,SPL,5,-1,-1
desolation,SPB,1,-1,-1
desolation,SPN,2,2,245
desolation,SPH,3,4,331
desolation,SPA,4,5,386
desolation,SPL,5,-1,-1
DoLL,SPB,1,2,175
DoLL,SPN,2,5,478
DoLL,SPH,3,6,626
DoLL,SPA,4,7,810
DoLL,SPL,5,-1,-1
EXE,SPB,1,-1,-1
EXE,SPN,2,4,448
EXE,SPH,3,8,829
EXE,SPA,4,10,1131
EXE,SPL,5,-1,-1
Feedback,SPB,1,-1,-1
Feedback,SPN,2,5,548
Feedback,SPH,3,8,836
Feedback,SPA,4,10,1010
Feedback,SPL,5,-1,-1
FEEL IT,SPB,1,-1,-1
FEEL IT,SPN,2,5,474
FEEL IT,SPH,3,9,888
FEEL IT,SPA,4,10,1013
FEEL IT,SPL,5,-1,-1
Freezing atmosphere,SPB,1,-1,-1
Freezing atmosphere,SPN,2,4,416
Freezing atmosphere,SPH,3,6,585
Freezing atmosphere,SPA,4,9,775
Freezing atmosphere,SPL,5,-1,-1
GHOST REVIVAL,SPB,1,-1,-1
GHOST REVIVAL,SPN,2,5,466
GHOST REVIVAL,SPH,3,9,1049
GHOST REVIVAL,SPA,4,10,1311
GHOST REVIVAL,SPL,5,-1,-1
GRADIUS -FULL SPEED-,SPB,1,-1,-1
GRADIUS -FULL SPEED-,SPN,2,4,385
GRADIUS -FULL SPEED-,SPH,3,8,643
GRADIUS -FULL SPEED-,SPA,4,10,1074
GRADIUS -FULL SPEED-,SPL,5,-1,-1
HIGH,SPB,1,-1,-1
HIGH,SPN,2,5,470
HIGH,SPH,3,9,975
HIGH,SPA,4,9,1088
HIGH,SPL,5,-1,-1
Innocent Walls,SPB,1,-1,-1
Innocent Walls,SPN,2,8,847
Innocent Walls,SPH,3,12,1281
Innocent Walls,SPA,4,12,1446
Innocent Walls,SPL,5,-1,-1
Love Is Eternity,SPB,1,-1,-1
Love Is Eternity,SPN,2,6,622
Love Is Eternity,SPH,3,9,1016
Love Is Eternity,SPA,4,11,1215
Love Is Eternity,SPL,5,-1,-1
Lucy,SPB,1,-1,-1
Lucy,SPN,2,4,485
Lucy,SPH,3,9,903
Lucy,SPA,4,11,1167
Lucy,SPL,5,-1,-1
Narcissus At Oasis,SPB,1,-1,-1
Narcissus At Oasis,SPN,2,4,392
Narcissus At Oasis,SPH,3,10,807
Narcissus At Oasis,SPA,4,10,838
Narcissus At Oasis,SPL,5,-1,-1
No.13,SPB,1,-1,-1
No.13,SPN,2,8,855
No.13,SPH,3,10,1376
No.13,SPA,4,11,1607
No.13,SPL,5,-1,-1
One More Lovely,SPB,1,-1,-1
One More Lovely,SPN,2,5,439
One More Lovely,SPH,3,9,832
One More Lovely,SPA,4,12,1452
One More Lovely,SPL,5,-1,-1
pandora,SPB,1,-1,-1
pandora,SPN,2,5,455
pandora,SPH,3,8,852
pandora,SPA,4,9,931
pandora,SPL,5,-1,-1
rainbow rainbow,SPB,1,-1,-1
rainbow rainbow,SPN,2,7,799
rainbow rainbow,SPH,3,10,1156
rainbow rainbow,SPA,4,11,1377
rainbow rainbow,SPL,5,-1,-1
Rise'n Beauty,SPB,1,-1,-1
Rise'n Beauty,SPN,2,6,652
Rise'n Beauty,SPH,3,9,841
Rise'n Beauty,SPA,4,10,1094
Rise'n Beauty,SPL,5,-1,-1
SHOOTING STAR,SPB,1,-1,-1
SHOOTING STAR,SPN,2,7,651
SHOOTING STAR,SPH,3,8,855
SHOOTING STAR,SPA,4,9,1146
SHOOTING STAR,SPL,5,-1,-1
SPACE FIGHT,SPB,1,-1,-1
SPACE FIGHT,SPN,2,3,328
SPACE FIGHT,SPH,3,8,768
SPACE FIGHT,SPA,4,11,1134
SPACE FIGHT,SPL,5,-1,-1
システムロマンス,SPB,1,-1,-1
システムロマンス,SPN,2,4,458
システムロマンス,SPH,3,7,901
システムロマンス,SPA,4,8,1023
システムロマンス,SPL,5,-1,-1
雪月花,SPB,1,-1,-1
雪月花,SPN,2,6,636
雪月花,SPH,3,10,979
雪月花,SPA,4,12,1287
雪月花,SPL,5,-1,-1
AA,SPB,1,-1,-1
AA,SPN,2,5,642
AA,SPH,3,10,1386
AA,SPA,4,12,1834
AA,SPL,5,-1,-1
AGEHA,SPB,1,3,305
AGEHA,SPN,2,5,537
AGEHA,SPH,3,8,888
AGEHA,SPA,4,9,948
AGEHA,SPL,5,-1,-1
ANDROMEDA,SPB,1,-1,-1
ANDROMEDA,SPN,2,5,517
ANDROMEDA,SPH,3,8,973
ANDROMEDA,SPA,4,11,1446
ANDROMEDA,SPL,5,-1,-1
awakening,SPB,1,-1,-1
awakening,SPN,2,5,553
awakening,SPH,3,7,750
awakening,SPA,4,10,866
awakening,SPL,5,-1,-1
Be quiet,SPB,1,-1,-1
Be quiet,SPN,2,5,559
Be quiet,SPH,3,9,894
Be quiet,SPA,4,11,1114
Be quiet,SPL,5,-1,1463
BLOCKS,SPB,1,-1,-1
BLOCKS,SPN,2,5,417
BLOCKS,SPH,3,7,675
BLOCKS,SPA,4,11,1000
BLOCKS,SPL,5,-1,-1
BREATH,SPB,1,-1,-1
BREATH,SPN,2,6,469
BREATH,SPH,3,7,663
BREATH,SPA,4,10,875
BREATH,SPL,5,-1,-1
Click Again,SPB,1,-1,-1
Click Again,SPN,2,5,462
Click Again,SPH,3,6,737
Click Again,SPA,4,11,1097
Click Again,SPL,5,-1,-1
Close my Eyes for Me,SPB,1,-1,-1
Close my Eyes for Me,SPN,2,5,529
Close my Eyes for Me,SPH,3,8,755
Close my Eyes for Me,SPA,4,9,948
Close my Eyes for Me,SPL,5,-1,-1
D.A.N.C.E.!,SPB,1,-1,-1
D.A.N.C.E.!,SPN,2,3,299
D.A.N.C.E.!,SPH,3,5,431
D.A.N.C.E.!,SPA,4,10,826
D.A.N.C.E.!,SPL,5,-1,-1
Don't be afraid myself,SPB,1,-1,-1
Don't be afraid myself,SPN,2,5,566
Don't be afraid myself,SPH,3,9,960
Don't be afraid myself,SPA,4,10,1155
Don't be afraid myself,SPL,5,-1,-1
earth scape,SPB,1,-1,-1
earth scape,SPN,2,2,230
earth scape,SPH,3,5,530
earth scape,SPA,4,7,644
earth scape,SPL,5,-1,-1
FAKE TIME,SPB,1,-1,-1
FAKE TIME,SPN,2,5,534
FAKE TIME,SPH,3,11,916
FAKE TIME,SPA,4,12,1231
FAKE TIME,SPL,5,-1,-1
Fly Away To India,SPB,1,-1,-1
Fly Away To India,SPN,2,3,344
Fly Away To India,SPH,3,6,562
Fly Away To India,SPA,4,7,712
Fly Away To India,SPL,5,-1,-1
GENOCIDE,SPB,1,-1,-1
GENOCIDE,SPN,2,6,587
GENOCIDE,SPH,3,10,1103
GENOCIDE,SPA,4,11,1222
GENOCIDE,SPL,5,-1,-1
gigadelic,SPB,1,3,355
gigadelic,SPN,2,9,771
gigadelic,SPH,3,12,1116
gigadelic,SPA,4,12,1301
gigadelic,SPL,5,-1,-1
HORIZON,SPB,1,-1,-1
HORIZON,SPN,2,5,546
HORIZON,SPH,3,7,786
HORIZON,SPA,4,8,990
HORIZON,SPL,5,-1,-1
KEY,SPB,1,-1,-1
KEY,SPN,2,6,573
KEY,SPH,3,8,950
KEY,SPA,4,11,1436
KEY,SPL,5,-1,-1
NEBULA GRASPER,SPB,1,-1,-1
NEBULA GRASPER,SPN,2,6,691
NEBULA GRASPER,SPH,3,9,1029
NEBULA GRASPER,SPA,4,10,1241
NEBULA GRASPER,SPL,5,-1,-1
Raspberry Heart(English version),SPB,1,-1,-1
Raspberry Heart(English version),SPN,2,5,531
Raspberry Heart(English version),SPH,3,8,797
Raspberry Heart(English version),SPA,4,9,932
Raspberry Heart(English version),SPL,5,-1,-1
RED ZONE,SPB,1,1,89
RED ZONE,SPN,2,5,567
RED ZONE,SPH,3,9,975
RED ZONE,SPA,4,11,1184
RED ZONE,SPL,5,12,1566
RESONATE 1794,SPB,1,-1,-1
RESONATE 1794,SPN,2,5,469
RESONATE 1794,SPH,3,10,745
RESONATE 1794,SPA,4,11,951
RESONATE 1794,SPL,5,-1,-1
Secret of Love,SPB,1,-1,-1
Secret of Love,SPN,2,5,553
Secret of Love,SPH,3,7,747
Secret of Love,SPA,4,11,1019
Secret of Love,SPL,5,-1,-1
SPEEDY CAT,SPB,1,-1,-1
SPEEDY CAT,SPN,2,5,569
SPEEDY CAT,SPH,3,8,861
SPEEDY CAT,SPA,4,9,1028
SPEEDY CAT,SPL,5,-1,-1
Sphere,SPB,1,-1,-1
Sphere,SPN,2,5,541
Sphere,SPH,3,9,996
Sphere,SPA,4,10,1111
Sphere,SPL,5,-1,-1
spiral galaxy,SPB,1,-1,-1
spiral galaxy,SPN,2,5,545
spiral galaxy,SPH,3,9,1061
spiral galaxy,SPA,4,11,1310
spiral galaxy,SPL,5,12,1910
The Hope of Tomorrow,SPB,1,-1,-1
The Hope of Tomorrow,SPN,2,5,536
The Hope of Tomorrow,SPH,3,8,874
The Hope of Tomorrow,SPA,4,10,992
The Hope of Tomorrow,SPL,5,-1,-1
ＵＬＴｉＭΛＴＥ,SPB,1,-1,-1
ＵＬＴｉＭΛＴＥ,SPN,2,5,480
ＵＬＴｉＭΛＴＥ,SPH,3,7,744
ＵＬＴｉＭΛＴＥ,SPA,4,9,1006
ＵＬＴｉＭΛＴＥ,SPL,5,-1,-1
Wonder Bullfighter,SPB,1,-1,-1
Wonder Bullfighter,SPN,2,5,489
Wonder Bullfighter,SPH,3,7,747
Wonder Bullfighter,SPA,4,11,1062
Wonder Bullfighter,SPL,5,-1,-1
ピアノ協奏曲第１番”蠍火”,SPB,1,-1,-1
ピアノ協奏曲第１番”蠍火”,SPN,2,5,422
ピアノ協奏曲第１番”蠍火”,SPH,3,11,1111
ピアノ協奏曲第１番”蠍火”,SPA,4,12,1414
ピアノ協奏曲第１番”蠍火”,SPL,5,-1,-1
太陽～T・A・I・Y・O～,SPB,1,-1,-1
太陽～T・A・I・Y・O～,SPN,2,4,419
太陽～T・A・I・Y・O～,SPH,3,8,725
太陽～T・A・I・Y・O～,SPA,4,9,880
太陽～T・A・I・Y・O～,SPL,5,-1,-1
大桟橋,SPB,1,-1,-1
大桟橋,SPN,2,3,247
大桟橋,SPH,3,6,574
大桟橋,SPA,4,9,937
大桟橋,SPL,5,-1,-1
100％ minimoo-G,SPB,1,-1,-1
100％ minimoo-G,SPN,2,5,474
100％ minimoo-G,SPH,3,10,871
100％ minimoo-G,SPA,4,11,903
100％ minimoo-G,SPL,5,-1,-1
Agnus Dei,SPB,1,-1,-1
Agnus Dei,SPN,2,5,466
Agnus Dei,SPH,3,9,850
Agnus Dei,SPA,4,10,1051
Agnus Dei,SPL,5,-1,-1
alla turca con passione,SPB,1,-1,-1
alla turca con passione,SPN,2,5,409
alla turca con passione,SPH,3,8,829
alla turca con passione,SPA,4,10,1103
alla turca con passione,SPL,5,-1,-1
Aurora,SPB,1,-1,-1
Aurora,SPN,2,7,714
Aurora,SPH,3,10,1100
Aurora,SPA,4,11,1280
Aurora,SPL,5,-1,-1
CaptivAte～浄化～,SPB,1,-1,-1
CaptivAte～浄化～,SPN,2,5,541
CaptivAte～浄化～,SPH,3,9,946
CaptivAte～浄化～,SPA,4,11,1243
CaptivAte～浄化～,SPL,5,-1,-1
Catch Me,SPB,1,-1,-1
Catch Me,SPN,2,5,405
Catch Me,SPH,3,8,678
Catch Me,SPA,4,10,925
Catch Me,SPL,5,-1,-1
Don't let it go,SPB,1,-1,-1
Don't let it go,SPN,2,4,360
Don't let it go,SPH,3,8,647
Don't let it go,SPA,4,9,852
Don't let it go,SPL,5,-1,-1
double thrash,SPB,1,-1,-1
double thrash,SPN,2,6,527
double thrash,SPH,3,10,1066
double thrash,SPA,4,10,1206
double thrash,SPL,5,-1,-1
EDEN,SPB,1,-1,-1
EDEN,SPN,2,6,660
EDEN,SPH,3,9,969
EDEN,SPA,4,10,1363
EDEN,SPL,5,-1,-1
EMPTY OF THE SKY,SPB,1,-1,-1
EMPTY OF THE SKY,SPN,2,3,334
EMPTY OF THE SKY,SPH,3,5,526
EMPTY OF THE SKY,SPA,4,8,843
EMPTY OF THE SKY,SPL,5,-1,-1
First Resolution,SPB,1,-1,-1
First Resolution,SPN,2,5,421
First Resolution,SPH,3,7,808
First Resolution,SPA,4,9,1077
First Resolution,SPL,5,-1,-1
garden,SPB,1,-1,-1
garden,SPN,2,4,440
garden,SPH,3,7,773
garden,SPA,4,10,1100
garden,SPL,5,-1,-1
Get'em up to R.A.V.E,SPB,1,-1,-1
Get'em up to R.A.V.E,SPN,2,5,599
Get'em up to R.A.V.E,SPH,3,8,892
Get'em up to R.A.V.E,SPA,4,10,1158
Get'em up to R.A.V.E,SPL,5,-1,-1
GREEN EYES,SPB,1,-1,-1
GREEN EYES,SPN,2,6,507
GREEN EYES,SPH,3,8,827
GREEN EYES,SPA,4,10,1123
GREEN EYES,SPL,5,-1,-1
HAPPY☆ANGEL,SPB,1,3,332
HAPPY☆ANGEL,SPN,2,5,555
HAPPY☆ANGEL,SPH,3,7,782
HAPPY☆ANGEL,SPA,4,10,1052
HAPPY☆ANGEL,SPL,5,-1,-1
I am,SPB,1,-1,-1
I am,SPN,2,5,555
I am,SPH,3,8,883
I am,SPA,4,10,1096
I am,SPL,5,-1,-1
in motion,SPB,1,-1,-1
in motion,SPN,2,5,432
in motion,SPH,3,6,545
in motion,SPA,4,7,661
in motion,SPL,5,-1,-1
INAZUMA,SPB,1,-1,-1
INAZUMA,SPN,2,5,561
INAZUMA,SPH,3,9,930
INAZUMA,SPA,4,11,1368
INAZUMA,SPL,5,-1,-1
LESSON 5,SPB,1,-1,-1
LESSON 5,SPN,2,5,654
LESSON 5,SPH,3,8,949
LESSON 5,SPA,4,9,1261
LESSON 5,SPL,5,-1,-1
Little Little Princess,SPB,1,-1,-1
Little Little Princess,SPN,2,5,558
Little Little Princess,SPH,3,10,1118
Little Little Princess,SPA,4,11,1420
Little Little Princess,SPL,5,12,1946
Love Magic,SPB,1,-1,-1
Love Magic,SPN,2,5,515
Love Magic,SPH,3,8,895
Love Magic,SPA,4,10,991
Love Magic,SPL,5,-1,-1
MOON RACE,SPB,1,-1,-1
MOON RACE,SPN,2,5,434
MOON RACE,SPH,3,7,598
MOON RACE,SPA,4,9,957
MOON RACE,SPL,5,-1,-1
Pink Rose,SPB,1,-1,-1
Pink Rose,SPN,2,3,297
Pink Rose,SPH,3,5,486
Pink Rose,SPA,4,8,708
Pink Rose,SPL,5,-1,-1
PLASMA,SPB,1,-1,-1
PLASMA,SPN,2,4,479
PLASMA,SPH,3,8,848
PLASMA,SPA,4,9,1145
PLASMA,SPL,5,-1,-1
Pollinosis,SPB,1,-1,-1
Pollinosis,SPN,2,4,405
Pollinosis,SPH,3,6,590
Pollinosis,SPA,4,11,1278
Pollinosis,SPL,5,-1,-1
POODLE,SPB,1,-1,-1
POODLE,SPN,2,5,492
POODLE,SPH,3,8,956
POODLE,SPA,4,10,1156
POODLE,SPL,5,11,1707
rage against usual,SPB,1,-1,-1
rage against usual,SPN,2,7,697
rage against usual,SPH,3,10,1060
rage against usual,SPA,4,12,1527
rage against usual,SPL,5,-1,-1
SCREAM SQUAD,SPB,1,-1,-1
SCREAM SQUAD,SPN,2,7,609
SCREAM SQUAD,SPH,3,10,869
SCREAM SQUAD,SPA,4,12,1073
SCREAM SQUAD,SPL,5,-1,-1
Scripted Connection⇒ A mix,SPB,1,-1,-1
Scripted Connection⇒ A mix,SPN,2,7,865
Scripted Connection⇒ A mix,SPH,3,10,1155
Scripted Connection⇒ A mix,SPA,4,12,1575
Scripted Connection⇒ A mix,SPL,5,-1,-1
Scripted Connection⇒ H mix,SPB,1,-1,-1
Scripted Connection⇒ H mix,SPN,2,7,875
Scripted Connection⇒ H mix,SPH,3,10,1059
Scripted Connection⇒ H mix,SPA,4,11,1275
Scripted Connection⇒ H mix,SPL,5,-1,-1
Scripted Connection⇒ N mix,SPB,1,-1,-1
Scripted Connection⇒ N mix,SPN,2,6,674
Scripted Connection⇒ N mix,SPH,3,8,858
Scripted Connection⇒ N mix,SPA,4,10,1073
Scripted Connection⇒ N mix,SPL,5,-1,-1
SigSig,SPB,1,3,338
SigSig,SPN,2,5,548
SigSig,SPH,3,7,864
SigSig,SPA,4,10,1309
SigSig,SPL,5,-1,-1
Tizona d'El Cid,SPB,1,-1,-1
Tizona d'El Cid,SPN,2,5,495
Tizona d'El Cid,SPH,3,9,1000
Tizona d'El Cid,SPA,4,10,1178
Tizona d'El Cid,SPL,5,-1,-1
Twelfth Style,SPB,1,-1,-1
Twelfth Style,SPN,2,6,630
Twelfth Style,SPH,3,7,778
Twelfth Style,SPA,4,10,1033
Twelfth Style,SPL,5,12,1684
Under the Sky,SPB,1,-1,-1
Under the Sky,SPN,2,5,458
Under the Sky,SPH,3,7,710
Under the Sky,SPA,4,9,875
Under the Sky,SPL,5,-1,-1
vault of heaven,SPB,1,-1,-1
vault of heaven,SPN,2,4,401
vault of heaven,SPH,3,8,728
vault of heaven,SPA,4,10,1010
vault of heaven,SPL,5,-1,-1
Votum stellarum,SPB,1,-1,-1
Votum stellarum,SPN,2,4,413
Votum stellarum,SPH,3,9,857
Votum stellarum,SPA,4,10,1017
Votum stellarum,SPL,5,-1,-1
We are Disっ娘よっつ打ち命,SPB,1,-1,-1
We are Disっ娘よっつ打ち命,SPN,2,3,336
We are Disっ娘よっつ打ち命,SPH,3,5,490
We are Disっ娘よっつ打ち命,SPA,4,9,837
We are Disっ娘よっつ打ち命,SPL,5,-1,-1
Xepher,SPB,1,3,205
Xepher,SPN,2,5,571
Xepher,SPH,3,10,1135
Xepher,SPA,4,11,1520
Xepher,SPL,5,-1,-1
オレはビートマニア！お前は何マニア？,SPB,1,-1,-1
オレはビートマニア！お前は何マニア？,SPN,2,7,414
オレはビートマニア！お前は何マニア？,SPH,3,8,763
オレはビートマニア！お前は何マニア？,SPA,4,10,873
オレはビートマニア！お前は何マニア？,SPL,5,-1,-1
ヒマワリ,SPB,1,-1,-1
ヒマワリ,SPN,2,3,285
ヒマワリ,SPH,3,9,947
ヒマワリ,SPA,4,10,1042
ヒマワリ,SPL,5,-1,-1
ラクエン,SPB,1,-1,-1
ラクエン,SPN,2,4,369
ラクエン,SPH,3,6,498
ラクエン,SPA,4,11,1034
ラクエン,SPL,5,-1,-1
月光,SPB,1,-1,-1
月光,SPN,2,5,455
月光,SPH,3,8,900
月光,SPA,4,10,1246
月光,SPL,5,-1,-1
合体せよ！ストロングイェーガー！！ (Ryu☆ remix),SPB,1,-1,-1
合体せよ！ストロングイェーガー！！ (Ryu☆ remix),SPN,2,5,564
合体せよ！ストロングイェーガー！！ (Ryu☆ remix),SPH,3,8,807
合体せよ！ストロングイェーガー！！ (Ryu☆ remix),SPA,4,11,972
合体せよ！ストロングイェーガー！！ (Ryu☆ remix),SPL,5,-1,-1
冥,SPB,1,3,302
冥,SPN,2,5,555
冥,SPH,3,10,1111
冥,SPA,4,12,2000
冥,SPL,5,-1,-1
ALFARSHEAR 双神威に廻る夢,SPB,1,2,223
ALFARSHEAR 双神威に廻る夢,SPN,2,5,548
ALFARSHEAR 双神威に廻る夢,SPH,3,7,838
ALFARSHEAR 双神威に廻る夢,SPA,4,10,1049
ALFARSHEAR 双神威に廻る夢,SPL,5,-1,-1
Apocalypse ～dirge of swans～,SPB,1,1,121
Apocalypse ～dirge of swans～,SPN,2,5,510
Apocalypse ～dirge of swans～,SPH,3,9,921
Apocalypse ～dirge of swans～,SPA,4,10,1214
Apocalypse ～dirge of swans～,SPL,5,-1,-1
BALLAD THE FEATHERS,SPB,1,-1,-1
BALLAD THE FEATHERS,SPN,2,4,367
BALLAD THE FEATHERS,SPH,3,6,554
BALLAD THE FEATHERS,SPA,4,8,764
BALLAD THE FEATHERS,SPL,5,-1,-1
Bloody Tears(IIDX EDITION),SPB,1,-1,-1
Bloody Tears(IIDX EDITION),SPN,2,5,574
Bloody Tears(IIDX EDITION),SPH,3,9,1012
Bloody Tears(IIDX EDITION),SPA,4,10,1094
Bloody Tears(IIDX EDITION),SPL,5,-1,-1
BOOM BOOM DISCO NIGHT,SPB,1,-1,-1
BOOM BOOM DISCO NIGHT,SPN,2,5,520
BOOM BOOM DISCO NIGHT,SPH,3,8,938
BOOM BOOM DISCO NIGHT,SPA,4,10,1151
BOOM BOOM DISCO NIGHT,SPL,5,-1,-1
Broadbanded,SPB,1,-1,-1
Broadbanded,SPN,2,5,454
Broadbanded,SPH,3,8,726
Broadbanded,SPA,4,11,1019
Broadbanded,SPL,5,-1,-1
Concertino in Blue,SPB,1,2,198
Concertino in Blue,SPN,2,5,460
